,Alter,Einkommen,Geschlecht,Zeit,KundeNr,Preis,Niederlassung
1962,31,27501,1.0,22,K0021,39695.86,Hessen
1963,51,61555,0.0,36,K0647,101804.21,Hamburg
1964,40,42128,1.0,40,K0832,78281.31,Niedersachsen
1965,55,45218,1.0,34,K0563,69467.58,Berlin
1966,48,43335,1.0,27,K1078,67948.2,Nordrhein-Westfalen
1967,32,43583,0.0,37,K0687,75274.62,Baden-Württemberg
1968,56,42003,0.0,43,K0958,84471.99,Hessen
1969,35,41741,0.0,38,K0190,52271.78,Hamburg
1970,65,79589,0.0,57,K0976,117896.45,Hessen
1971,40,76423,0.0,51,K0700,101008.49,Bayern
1972,43,59012,1.0,44,K0511,91000.76,Baden-Württemberg
1973,59,59104,0.0,46,K1083,92837.59,Baden-Württemberg
1974,65,58270,1.0,38,K0475,85983.74,Berlin
1975,37,57504,1.0,40,K0857,78406.83,Berlin
1976,48,59014,1.0,48,K0748,97451.48,Bayern
1977,65,70212,1.0,45,K0253,102160.74,Hessen
1978,50,49026,0.0,36,K0022,79076.93,Berlin
1979,55,61750,1.0,52,K0460,93666.44,Nordrhein-Westfalen
1980,32,34846,0.0,25,K0277,48990.25,Baden-Württemberg
1981,59,68568,0.0,41,K0956,95476.41,Baden-Württemberg
1982,30,62318,1.0,50,K0386,93943.58,Hessen
1983,54,84027,1.0,58,K0806,117270.4,Niedersachsen
1984,30,29264,1.0,21,K0344,54886.03,Berlin
1985,55,71467,1.0,59,K0770,89954.18,Hessen
1986,59,68825,0.0,60,K0131,83303.72,Brandenburg
1987,66,58457,1.0,35,K0872,79415.76,Bayern
1988,46,46384,1.0,37,K0088,82034.0,Sachsen
1989,69,96516,1.0,64,K0331,142208.17,Baden-Württemberg
1990,70,69581,1.0,51,K0467,103751.58,Thüringen
1991,38,48301,1.0,33,K0122,64230.98,Niedersachsen
1992,67,63547,1.0,41,K1045,103123.57,Berlin
1993,37,32686,1.0,36,K1096,49215.87,Baden-Württemberg
1994,55,71240,1.0,49,K0861,106132.59,Bayern
